One night stand 😂😂😂 #tokafetisxaras,Greek,Indo-European,,NonNative
"T U F T S TUFTS UNIVERSITY OF BOSTON HAHHAHAHHAHA
#tokafetisxaras",Greek,Indo-European,,NonNative
Trash tv is back.#tokafetisxaras,Greek,Indo-European,,NonNative
IS THAT A CROSS OVER EPISODE? #tokafetisxaras,Greek,Indo-European,,NonNative
"And the oscar goes to:
Periandros Popotas
#tokafetisxaras https://t.co/8JqinhE2cw",Greek,Indo-European,,NonNative
papadia where? #tokafetisxaras,Greek,Indo-European,,NonNative
#tokafetisxaras the only thing that matters in 2020,Greek,Indo-European,,NonNative
in 2020 my resolution is to let go of star wars and become a full time  #tokafetisxaras stan,Greek,Indo-European,,NonNative
she's back! ❤❤❤👏👏👏 #tokafetisxaras,Greek,Indo-European,,NonNative
I've just watched episode S04E04 of To Kafe Tis Xaras! #tokafetisxaras  #tvtime https://t.co/oDILPrAOvS https://t.co/CPBQtF5FCX,Greek,Indo-European,,NonNative
Priest seduces old ladys ala Negrepontis #tokafetisxaras,Greek,Indo-European,,NonNative
"#kratasmystiko &gt; #tokafetisxaras 
Change my mind",Greek,Indo-European,,NonNative
Rock n Roll🔥🔥🔥🔥🔥🔥#ToKafeTisXaras,Greek,Indo-European,,NonNative
#tokafetisxaras Baking powder? 😅,Greek,Indo-European,,NonNative
THAT CLIFFHANGER BRO #tokafetisxaras,Greek,Indo-European,,NonNative
Trailer #ToKafeTisXaras,Greek,Indo-European,,NonNative
"they gonna pull a m.urder on the orient express plot lmao 
#tokafetisxaras",Greek,Indo-European,,NonNative
Powder😂😂😂😂😂#tokafetisxaras,Greek,Indo-European,,NonNative
#ToKafeTisXaras 2 clowns in one room!! 😷😷,Greek,Indo-European,,NonNative
Tafts University!!! 🤣 #tokafetisxaras,Greek,Indo-European,,NonNative
Happy birthday @ANT1TV #tokafetisxaras #petatifriteza,Greek,Indo-European,,NonNative
"#tokafetisxaras
#BestFriendsFear
Sounds like a Friday plan!",Greek,Indo-European,,NonNative
"ITS AMAZING!!
CANT WAIT!!
#TOKAFETISXARAS #ANT1TV https://t.co/yhhNrq4GFc",Greek,Indo-European,,NonNative
@Darkskin_Dija #tokafetisxaras popp,Greek,Indo-European,,NonNative
Trailer!!!! #ToKafeTisXaras,Greek,Indo-European,,NonNative
text,Greek,Indo-European,,NonNative
My body is in Sorbon but my heart belongs to Tsiknothursday. Many years to all. #Τσικνοπεμπτη https://t.co/987Qfc0mA4,Greek,Indo-European,,NonNative
"&lt;3 We Are Family &lt;3

#Τσικνοπεμπτη https://t.co/ZB3V3J3MR2",Greek,Indo-European,,NonNative
"Ciabatta roll, fruity coleslaw, Irish white pudding: #Τσικνοπέμπτη in the office https://t.co/NbXp4slt4Y",Greek,Indo-European,,NonNative
"Ready...
Steady...
GOOOOOO!

#Τσικνοπέμπτη https://t.co/JNls6vf6Lp",Greek,Indo-European,,NonNative
I had so much fun today ! I'm so thankful for all my friends 🥺 καλή #Τσικνοπεμπτη ☺❤ https://t.co/3wj68hneVO,Greek,Indo-European,,NonNative
"and when you finish a full course meal... they bring out the dessert
#Τσικνοπέμπτη https://t.co/VivtoDP91Z",Greek,Indo-European,,NonNative
".
Charging…

 #28Feb
#Τσικνοπεμπτη https://t.co/aIJnOKww53",Greek,Indo-European,,NonNative
"~ HAPPY GREEK ANTI-VEGAN DAY ~

#tsiknopempti #τσικνοπεμπτη #veganism #antivegan #vegans https://t.co/TUVuyL17r8",Greek,Indo-European,,NonNative
"Catholics have Fat Tuesday, we Greek Orthodox have Tsiknopempti (“Smoke Thursday”) - to gorge on grilled meat.

Had to work late so could not get to our church bbq this time.  But @tracylbrown bought dinner for the late crew. And Sayat Nova hooked us up ... #Τσικνοπεμπτη https://t.co/9GnSz52YyR",Greek,Indo-European,,NonNative
Mood of the day #Τσικνοπέμπτη https://t.co/37lHdpy6aj,Greek,Indo-European,,NonNative
"#Τσικνοπέμπτη stream fiesta
https://t.co/PCpCGPKkPq",Greek,Indo-European,,NonNative
"The man
The myth
The legend
Al Bundy - let's cook
#Τσικνοπέμπτη
https://t.co/9yzVd66u7O",Greek,Indo-European,,NonNative
happy #Τσικνοπεμπτη https://t.co/jYepuf57Mv,Greek,Indo-European,,NonNative
"Meat Eaters Delight as Greece Celebrates Tsiknopempti - https://t.co/uGSs0dKCEY

#Τσικνοπεμπτη https://t.co/5qF1NwhiIA",Greek,Indo-European,,NonNative
#Τσικνοπέμπτη I eated enough meat today it was delicious but i'm stuffed up. https://t.co/5YVBOFoilP,Greek,Indo-European,,NonNative
Greek hospitality at its best. #Τσικνοπέμπτη https://t.co/IOs11g3T65,Greek,Indo-European,,NonNative
#Τσικνοπέμπτη is coming https://t.co/zNwBnnJbAz,Greek,Indo-European,,NonNative
Burnout drift #tsiknopempti #Τσικνοπέμπτη https://t.co/ApCjNr6Bt4,Greek,Indo-European,,NonNative
To all🎶🎶💪🏼#Τσικνοπεμπτη https://t.co/MI3vI13Jnu,Greek,Indo-European,,NonNative
"mood

#Τσικνοπέμπτη https://t.co/cjF9nsBfal",Greek,Indo-European,,NonNative
#Τσικνοπέμπτη mood https://t.co/7Hp1uNOnDl,Greek,Indo-European,,NonNative
The amazing natural phenomenon of today in Gaza...#Τσικνοπεμπτη https://t.co/0UUNBhnUYu,Greek,Indo-European,,NonNative
Masque Party today in Greece #Τσικνοπεμπτη https://t.co/zS4i5aIiwN,Greek,Indo-European,,NonNative
Need to know facts! #Tsiknopempti #τσικνοπεμπτη #cyprus #larnaca https://t.co/Cj4YufbhTX,Greek,Indo-European,,NonNative
"The carnival mood sweeps to @Intrasoft_int #Thessaloniki ...🎭
#Τσικνοπέμπτη https://t.co/Gr1GmRBawL",Greek,Indo-European,,NonNative
"Tsiknothursday baby 
#Τσικνοπεμπτη #volcano #meatheals https://t.co/QHpcDHTcMf",Greek,Indo-European,,NonNative
Grilling before #Τσικνοπέμπτη https://t.co/v50OX2uzE9,Greek,Indo-European,,NonNative
Today is #Τσικνοπέμπτη and every #Greek should celebrate it in a #Homeric way: #HomericBarbecue #CholesterolOverdose https://t.co/71otHRDmYe,Greek,Indo-European,,NonNative
Mood of the day #Τσικνοπεμπτη #tsiknopempti https://t.co/agNu1iIc04,Greek,Indo-European,,NonNative
Enjoy the Masquerade! #Τσικνοπέμπτη #dna #dnacenters https://t.co/hX9UZtEsAx https://t.co/c1Caug8jdm,Greek,Indo-European,,NonNative
#Τσικνοπεμπτη dress code https://t.co/wwougqunGQ,Greek,Indo-European,,NonNative
"3,2,1..... Shut down. Eat.
#τσικνοπέμπτη http://t.co/akvlbphOOO",Greek,Indo-European,,NonNative
#Τσικνοπεμπτη via system failure . https://t.co/PyQKJgVISu,Greek,Indo-European,,NonNative
"Happy Tsiknopempti, Grekaddicts! Enjoy this month of ever-lasting festivities! 

https://t.co/tAE6LoE1BY

#tsiknopempti #Grekaddict #Greece #meateater #travel #tradition #Τσικνοπέμπτη",Greek,Indo-European,,NonNative
"#Τσικνοπέμπτη loading............
#foodporn #foodie https://t.co/rokBzU5L4z",Greek,Indo-European,,NonNative
Happy #Tsiknopempti / #Τσικνοπέμπτη! Hmmm tasty souvla - enjoy all that lovely meat today :-) https://t.co/IvqmhPkZsf,Greek,Indo-European,,NonNative
mood of the day  #Τσικνοπεμπτη https://t.co/Jr4V8oKkgF,Greek,Indo-European,,NonNative
Masque Party today in Greece #Τσικνοπεμπτη https://t.co/tPMArnL4Ki,Greek,Indo-European,,NonNative
"Training sessions  and party 🎉 tonight for @ARISLADIESFCDT U-17.
#Τσικνοπεμπτη https://t.co/Bdwx9rBvZD",Greek,Indo-European,,NonNative
"#Τσικνοπέμπτη #Tsiknopempti 
Happy bbq everyone! https://t.co/fpSxVAChUW",Greek,Indo-European,,NonNative
"#Τσικνοπέμπτη is about to get lit lit😉

Get it.... lit lit.....no??? 
literally 🔥 

oh nevermind😏

@BTS_twt we got a whole lot of meat waiting for the 🔥!!
#καλοτσικνισμα !!! https://t.co/laCAMOXwKb",Greek,Indo-European,,NonNative
#Τσικνοπέμπτη Big day in Greece today. Everyone is Griliin. Hey I do this Everyday @ Uncle Gussy's https://t.co/voXo4033iZ,Greek,Indo-European,,NonNative
"Fat Tuesday in Greece is neither- Greece's Dionysian festival starts tomorrow.
#Τσικνοπέμπτη https://t.co/UxdYf2MWLR",Greek,Indo-European,,NonNative
The smell of meat on the BBQ will be prevalent in the air throughout #Greece today. Enjoy #tsiknopempti #ΤΣΙΚΝΟΠΕΜΠΤΗ https://t.co/yMNuaFNY9Q,Greek,Indo-European,,NonNative
"Today in Greece is Tsiknopempti, which means ""grill Thursday"". Everyone eat meat 12 days before lent starts, 40 days before Easter Sunday. Looking forward seeing you Opa!!! Yamass!!!
#τσικνοπέμπτη #meat #greekfood #lent #easter https://t.co/msjovqAgWV",Greek,Indo-European,,NonNative
Dinner table is ALMOST ready! #Τσικνοπέμπτη http://twitpic.com/439vyh,Greek,Indo-European,,NonNative
"Costumes on..Masks off! #Τσικνοπέμπτη 2013 vol.2
Like a Sir! ;) http://t.co/CnKENHHPr7",Greek,Indo-European,,NonNative
"#Τσικνοπέμπτη What do you mean he don't eat no meat?! Oh, that's OK, that's OK, I'll make lamb! Happy vegetarian day;-) https://t.co/SEJVQDfs8U",Greek,Indo-European,,NonNative
Chicky Thursday... all my art has gone onto marinades and what not. #tabasco #τσικνοπέμπτη… https://t.co/nZwJiEyNxS,Greek,Indo-European,,NonNative
#Τσικνοπεμπτη  #tsiknopempti  mood of the day https://t.co/lT55gsNthx,Greek,Indo-European,,NonNative
Wholly smokes! 💣 #ΤσικνοΠεμπτη just got wayyyy sexy! @elenimenegaki is on fire 🔥!!! Tune i… https://t.co/TPsyxx8nhE https://t.co/lPOitYRqEm,Greek,Indo-European,,NonNative
Even if we are far from # Greece we did celebrate it properly!!happy #Τσικνοπέμπτη from #cardiff! @troycardiff http://t.co/Jhx8EZpEU1,Greek,Indo-European,,NonNative
"Celebrating the annual feast of “Charred,” “Smoky,” or “Barbeque” Thursday today, due to the smell of grilled meat, a vital part of the traditional celebrations for Carnival season. #Τσικνοπεμπτη https://t.co/72JKQTkGqr",Greek,Indo-European,,NonNative
#Τσικνοπεμπτη #Α #Γ #αγαπημονο by staurianna_str http://t.co/zuBNdnlAOf http://t.co/Rg8FavoM65,Greek,Indo-European,,NonNative
A wonderful Tsiknopempti! The dish on the bottom left was made by me. #tsiknopempti #τσικνοπέμπτη http://t.co/jAbkHkMCuS,Greek,Indo-European,,NonNative
"#tsiknopempti (#τσικνοπέμπτη ) is an #orthodox #festival at 11 days before #clean #monday  (another Orthodox festival).In #tradition ,at that day #greeks usually #eat lots of #meat because… https://t.co/ruc9DgPAXK",Greek,Indo-European,,NonNative
i much prefer #τσικνοπεμπτη to todays bank holiday... what do u mean no meat? https://t.co/SR5bFGrViX,Greek,Indo-European,,NonNative
Let's go back to Thursday ;) #Τσικνοπεμπτη #minnie @ Activum http://t.co/RmDaOuLV9M,Greek,Indo-European,,NonNative
This steak is too big for square format #tbonesteak #tsikno #tsiknopempti #τσικνοπέμπτη @… https://t.co/gMXiZNKJli,Greek,Indo-European,,NonNative
Gaining some weight  😂😂  #Τσικνοπέμπτη #ψήνουμε κ #τρώμε 😜  @SofiaBardhi19 @olga_olgaki27 https://t.co/4LmpXugNkg,Greek,Indo-European,,NonNative
"Things I really miss:
1. my dad
2. running
3. wearing heels 
4. my life

#Τσικνοπέμπτη #inapu",Greek,Indo-European,,NonNative
"@cOzAtS Surely not!? 
The day of “Me man. Me make fire. Me bring meat.” #Τσικνοπέμπτη",Greek,Indo-European,,NonNative
Why was this #poor #person so #happy ? It turned out that he #saw the #tsiknopempti (#τσικνοπέμπτη ) #dancing  on the #street (an #orthodox #festival ) .photoed on #march 5th 2019 in… https://t.co/xk022xTzpq,Greek,Indo-European,,NonNative
Today is #Τσικνοπέμπτη - celebrated in 🇬🇷 and 🇨🇾. It is part of the 3️⃣ week #Απόκριες or #Carnival season prior to the start of #Lent or #Σαρακοστή. It’s a time to enjoy meat before the 4️⃣0️⃣ days of fasting begins. Thanks @MissStylianou for sharing this information. @Glasgowlangs https://t.co/KCOqOIdMEQ,Greek,Indo-European,,NonNative
"Returned an hour ago from school,causr we celebrate :) #Τσικνοπέμπτη with the popular #souvlaki!!! :)",Greek,Indo-European,,NonNative
Its #Τσικνοπεμπτη (BBQ Thursday) here in #Greece. So Imma be here enjoying grilled souvlaki while you guys elect. #sorrynotsorry,Greek,Indo-European,,NonNative
"Cannot wait for tomorrow,looove traditional greek festivals #τσικνοπέμπτη @joanna2614 @kosmetatoua @nastouli",Greek,Indo-European,,NonNative
text,Greek,Indo-European,,NonNative
Turkeys has no history..only criminal record #Εβρος,Greek,Indo-European,,NonNative
"These are the ""nice, poor immigrants"" trying to invade my country as we speak... GET THE FUCK OUT !!! #Εβρος https://t.co/Ij28xV4nCb",Greek,Indo-European,,NonNative
"Throughout history, you messed up with Armenians, Kurds, Smyrna, Byzantium, Cyprus...no one can tolerate you any more...all these are unfair and illegal...they violate humam rights...your turn has come...enough is enough... #IStandWithGreece #Εβρος ❤️🇨🇾🇬🇷❤️ https://t.co/rgZfVi4fc9",Greek,Indo-European,,NonNative
"#IStandWithGreece #Evros #Εβρος 
No-one will pass._
🇬🇷🇬🇷🇬🇷🇬🇷🇬🇷🇬🇷🇬🇷🇬🇷 https://t.co/9noyUv7Buy",Greek,Indo-European,,NonNative
"Don't try to enter Greece illegally!

#IStandWithGreece #Greece #Greece_Turkey_Borders #GreeceUnderAttack #GreeceAttacksRefugees #Evros #Εβρος #μεταναστευτικο 

https://t.co/hoFTTTkkYd",Greek,Indo-European,,NonNative
"“The Balkans against the Tyrant” #Εβρος
This poster portrays the 1st Balkan war,when the newly independent states fought the Ottomans
The emphasis is on the Christian states uniting to fight against the demonic Muslim
#Greece #Russia  #Syria #Bulgaria #λαθρομεταναστευτικο https://t.co/230yZYHWtG",Greek,Indo-European,,NonNative
"@MevlutCavusoglu Our differences!!!
#Turkey #Turkiye #Greece #hellas #εβρος #μεταναστευτικο #Τουρκια #Εβρο https://t.co/GuToXrJpSZ",Greek,Indo-European,,NonNative
#Εβρος Live https://t.co/Zn9X9Metnn,Greek,Indo-European,,NonNative
"These are NOT #Refugees period. If they try to enter they will be shot. This is an #invasion
#Evros #Kastanies #Turkey #BorderCrisis #Greece #EuropeanUnion
@Europarl_EL #Εβρος https://t.co/4WPctM4kzY",Greek,Indo-European,,NonNative
Look who’s lecturing us on international law! They’re shamelessly attacking Syrians in their land.We do not have an obligation to let them enter our country so they have to stay in your territory. Simple as that. Deal with it.#Εβρος #Evros https://t.co/NnQyekg2Zv,Greek,Indo-European,,NonNative
Fake news made in Albania. #Εβρος #ΣΥΡΙΖΑ_ξεφτιλες https://t.co/N0Ip3JE3rS https://t.co/np9qZAs8yD,Greek,Indo-European,,NonNative
"To all Islamist Neo-Ottoman dogs guinding lawless immigrants to Hellas, if you want to put them in our country, come yourself and claim the land.
Hellas has enough men and equipment to defend it's people and territory
#Έβρος",Greek,Indo-European,,NonNative
He can't even see the irony in that. This moron is a minister... #Εβρος https://t.co/NwBwBjfxSe,Greek,Indo-European,,NonNative
"#Greek special forces and police on high alert 

#Evros #Turkey #Erdogan #Greece #Εβρος https://t.co/5mAzC7pPzW",Greek,Indo-European,,NonNative
"Just a few days ago, as you demand more refugees for us to accept, you are attacking war victims once the borders are opened. Is Turkey the only country must show respect for human rights? #εβρος #HumanRightsRefugee https://t.co/4qF3eGrHyf",Greek,Indo-European,,NonNative
"They call illegal, Greece’s legitimate right to protect its borders. Friends from #Turkey, forget the past. #Greece has a serious government now. #εβρος #εβρο #Evros https://t.co/PcaIVhcyGs",Greek,Indo-European,,NonNative
"Prime Minister #mitsotakis  saying exactly the same as president #Trump. Well said!#Εβρος #μεταναστευτικο
#Greece #Russia  #Syria #Bulgaria #λαθρομεταναστευτικο https://t.co/EMFU9h6DRr",Greek,Indo-European,,NonNative
"#Greece is standing between this new #invasion orchestrated by #Turkey and the rest of #Europe. 

It’s in all of Europe’s best interest to help Greece defend its borders. 

#IStandWithGreece #Εβρος 

@EU_Commission @ItalyMFA @SpainMFA @matteosalvinimi @V_of_Europe @KTHopkins https://t.co/IOMc950BCv",Greek,Indo-European,,NonNative
"To @TwitterSupport:
@LavrentisBeria4 is one of the most famous and influencing Twitter accounts in Greece. 
Such suspensions shrink Twitter instead of protecting it.
Investigate thoroughly suspending reasons. Are they serious?
Probably Turks did it.
#Εβρος
#free_LavrentisBeria4",Greek,Indo-European,,NonNative
"Turkey has announced the completion of a 3 meter high fortification along its border with Syria to prevent 😱refugees and smugglers entering the country. 
Prevent?
I thought Turkey helps refugees.
https://t.co/Erg8Vcq4Cf

#Έβρος
#IStandWithGreece 
#Greece_under_attack",Greek,Indo-European,,NonNative
"It's a pity...
#Εβρος https://t.co/YMUG9NBaOL",Greek,Indo-European,,NonNative
"❌TURKISH #FAKENEWS ❌

Dead from tear gas
Selfie 5 min after with iphone 😅
Photo👇
#IStandWithGreece 
#erdogan #TurkishPropaganda 
#turkey #Syria #coronavirusturkey 
#Afghanistan #Greece_under_attack 
#Greekborder #greece #Ελλαδα #Εβρος #Ερντογαν #TurkeyIsATerrorState 

📷👉 https://t.co/ntbQfSusXN",Greek,Indo-European,,NonNative
"@OleRyborg Can you please do something for me? 
Give the 33 refugees/migrants to the Danish patrol to take them to their home. 
1.Frontex only provides assistance. 
2.Frontex is obliged to take orders from ""Operation Poseidon"" #GreeceUnderAttack #IStandWithGreece #εβρος",Greek,Indo-European,,NonNative
"I have a dream ☦️🇬🇷
#IStandWithGreece
#Εβρος https://t.co/hOcMVRjteL",Greek,Indo-European,,NonNative
"Dear citizens of E.U.
Once again Greece is giving a good kick in the Turkish ass.
All we ask from you as support, is to fight against the anti-Greek propaganda.
THANK YOU.
#IStandWithGreece #GreeceUnderAttack #Evros #Εβρος #Greece_under_attack https://t.co/OaAo3JYn8N",Greek,Indo-European,,NonNative
"#IStandWithGreece #Greece
#Έβρος Greece power!!! 🇬🇷🇬🇷🇬🇷 https://t.co/WJkHddyEhM",Greek,Indo-European,,NonNative
"We are all with all refugee rights to find safety and security and a better life.
but we are against using them as pressure or blackmail card.
this is what's the Turkish authorities doing now incorporation with the smugglers and media activists.
#IStandWithGreece
#Εβρος #evros",Greek,Indo-European,,NonNative
"Greece is now defending all of Europe
it's not the first time, nor will it be the last one

#IStandWithGreece
#Εβρος #Evros 
#migrationEU
#SecurityUnion
#asylum https://t.co/0yUfa4Y9lX",Greek,Indo-European,,NonNative
Winter is coming to #Εβρος https://t.co/gcw6Q7Yfi0,Greek,Indo-European,,NonNative
"Tomorrow I sent 360.000 refugees to Ynanistan borders.
Ready your grovers.
First we take #Εβρος,then we take Berlin.
Merhaba.
#IStandWithGreece",Greek,Indo-European,,NonNative
"#Refugees GO BACK 
#TURKEY #Ερντογαν  FUCK YOU
#Εβρος https://t.co/dcCG2zRzpX",Greek,Indo-European,,NonNative
pigs #Εβρος https://t.co/ln9NaewjWK,Greek,Indo-European,,NonNative
"Greek Borders these days 

We are still holding but we need your solidarity🇬🇷🇪🇺🇫🇷🇵🇱🇭🇺

#IstandWithGreece #Greece_under_attacκ #DefendEurope #GReeceDefendsEurope #Evros
#MigrantCrisis  #Migrationskrieg
#Εβρος https://t.co/F0Kl3N7MWL",Greek,Indo-European,,NonNative
"@guardian You British, really care about them, don't you? 
Well...you can send a few wagons and we can send you back all these refugees/migrants straight to England.
We really can do this for you my friend... easily!!!
Do you want them? #GreeceDefendsEurope #Εβρος",Greek,Indo-European,,NonNative
"I have a dream ☦️ 🇬🇷
#IStandWithGreece
#Εβρος https://t.co/oHWvdSsZk2",Greek,Indo-European,,NonNative
"Mustafa Yalçın the Mayor of Talas city (Turkey) providing a free ride to the Greek border. and there are other Mayors who did the same.
#IStandWithGreece
#Εβρος #Evros 
#migrationEU
#SecurityUnion https://t.co/zkHzjL27tG",Greek,Indo-European,,NonNative
"Special cheers to these 2 pieces of garbage. The real responsibles of a major human tragedy. They already have their biography written in septic tank of History.
#Εβρος #Εβρο #Λεσβο #Ελλαδα #Τουρκια #ErdoganMurderer #Merkelmussweg #μεταναστευτικο https://t.co/cN65pTAouN",Greek,Indo-European,,NonNative
"How can anyone in Europe sleep tonight, knowing that only greek soldiers mainly 18-24 y.o. are defending Europe's eastern borders without any help from the other E.U. members?   #IStandWithGreece #Εβρος",Greek,Indo-European,,NonNative
"Those ""poor refugees"" 😎
#IstandwithGreece #Greece #Evros #Εβρος https://t.co/1rGWLWj7F4",Greek,Indo-European,,NonNative
What we can safely report from #Evros #Εβρος. (Read full thread of @rights360) https://t.co/Vg3QjRZlym,Greek,Indo-European,,NonNative
"Dear people all over the #world Difficult night for the Greece and especially for the greek people that are protect our borders. 
Please stand with us. 
Stand with the right! 
#Εβρος #IStandWithGreece #Evros #Greece",Greek,Indo-European,,NonNative
"Tweet the hashtag #IStandWithGreece to increase the awareness about what is happening in #greekborders now, and to protest against #Erdogan who sacrifices thousands human souls to blackmail #EU. #DefenderEurope #DefendDemocracy #Evros #Greece  #λαθρομεταναστες #Εβρο #εβρος",Greek,Indo-European,,NonNative
Protect the Greek 🇬🇷 borders. Greece is under attack. They are EU 🇪🇺 borders as well. #Εβρος #IStandWithGreece,Greek,Indo-European,,NonNative
Stop bombing Syria.....shame #Εβρο  #Εβρος https://t.co/ZyHUlgp4Q9,Greek,Indo-European,,NonNative
That finger you do our nation will go in your ass you fucking criminal. #Turkey #Evros #εβρος https://t.co/24CkU3wDLr,Greek,Indo-European,,NonNative
"#Estonia will se 2 boats for patroling in agean sea !!!!
THANKS FOR SUPPORTING US !!!
#IStandWithGreece #GreeceUnderAttack #Evros #Greece #Greekborder #Εβρος https://t.co/PeN53yA67b",Greek,Indo-European,,NonNative
"It was 52 million tourists, $34 billion revenues in 2019 in #Turkey. And still no sign of #COVID19 there! #Erdogan must be an expert in medicine except from #fakeTurkishPropaganda. 😂😷#IstandforGreece #Εβρος #Greece_under_attack #CoronavirusOutbreak https://t.co/waFxwhTHAP",Greek,Indo-European,,NonNative
"#Breaking #Greek helicopters now at the #Greek-#Turkish borders 

#GreeceUnderAttack #IStandWithGreece #Evros #Εβρος #Ερντογαν #Τουρκια #μεταναστευτικό https://t.co/67ql7UhtQk",Greek,Indo-European,,NonNative
"Ottomans pigs are always the big risk for all humanity 

See what they are doing in Syria !! 

#IStandWithGreece #Εβρος

 https://t.co/mN2dSUlmyW",Greek,Indo-European,,NonNative
"Have you ever seen ""refugees"" armed with teargases made in Turkey, accompanied by Turkish military trucks and assisted by drones in shooting gases? Turkey's pioneering hybrid warfare and human smuggling in the #Greekborder. What is the EU doing?
#Greece_under_attack #Εβρος #Evros",Greek,Indo-European,,NonNative
"New video from #Evros 

#Greek army is ready to send a strong  message to #Turkey and to illegal immigrants

#GreeceUnderAttack #IStandWithGreece #Erdogan #Evros #Greekborder #Εβρος #Yunanistan https://t.co/fW8ZyerDrO",Greek,Indo-European,,NonNative
#Erdogan exploits migrants (most of them are from Afghanistan &amp; Pakistan–see the Afghan flag) in the cruelest way.#Turkey pushes them with fake news to the Greek borders. #Greece protects the #EU_borders. EU member states must also do their part. #IStandWithGreece #Evros #Έβρος https://t.co/9bTqS723n0,Greek,Indo-European,,NonNative
"So simple, so clear... #IStandWithGreece #Εβρος #Εβρο #Evros #GreeceUnderAttack https://t.co/zojmKlYXU3",Greek,Indo-European,,NonNative
What is happening at the border right now is an incredibly immoral act! They use these poor people as a measure of pressure for their imperialist plans! #Evros #Εβρος #Greece_Turkey_Borders https://t.co/SRlLn3bxKf,Greek,Indo-European,,NonNative
to all refugees in Turkey who wish to come to Greece illegally  #Εβρο #Εβρος #GreeceUnderAttack  #Greece_Turkey_Borders #Erdogan #IStandWithGreece https://t.co/hQ93jAnayJ,Greek,Indo-European,,NonNative
"Turkey humanity did not pass the exam.  I hope that Greece and Europe pass this test and help refugees.

#IStandWithGreece 
#Εβρος 
#ON3rdWin https://t.co/CZyqn2cPqC",Greek,Indo-European,,NonNative
"#EUROPE YOU HAVE FAILED
#Εβρος #Greece https://t.co/Xkgb1Wt8uI",Greek,Indo-European,,NonNative
"Islamist illegal immigrants shouting Allahu Akbar wanting by force to invade Greece.
NO WAY WE SAY!

#Εβρος #IStandWithGreece #Greece https://t.co/00ypaMdL16",Greek,Indo-European,,NonNative
"#εβρος #IStandWithGreece 
Turkish military supplies tear gas and smoke bombs to radicals among refugees and illegal immigrants to attack border police. 29/2/2020 https://t.co/Reyuh86IKR",Greek,Indo-European,,NonNative
"Come to Greece 🇬🇷
Come on my boys. We are about to get together 🤗🤗🤗

#Εβρος
#Refugeesgr
#IStandWithGreece https://t.co/My7IXFRYEV",Greek,Indo-European,,NonNative
"Putin’s new toy
 #IStandWithGreece #Εβρος #Turkey https://t.co/gOMoq5HCU0",Greek,Indo-European,,NonNative
"Magority of Greeks approves Government's attacks against these #EU invaders. #Turks #Erdogan
Where is the European solidarity of our Partners in these difficult times? #Evros
#StandWithGreece 

#μεταναστευτικό #Εβρος https://t.co/cI5pMYRD3r",Greek,Indo-European,,NonNative
Not refugees nor migrants here. Just Erdogan's militia. #Greece #Evros #Εβρος #Εβρο #Λεσβο #Ελλαδα #Τουρκια #StopErdogan https://t.co/WLfe46sHZJ,Greek,Indo-European,,NonNative
"Migrants cross Meric/Ardas river as they walk towards the Turkey's Pazarkule border crossing with Greece's Kastanies, near Edirne, Turkey. Credits: REUTERS/Marko Djurica
#Εβρος #Προσφυγικό https://t.co/4iCMyeJbeY",Greek,Indo-European,,NonNative
"The peacemaker stands between two sides ❤❤
#IStandWithGreece  #Greece_under_attack 
#Εβρος https://t.co/JRig6XxIrN",Greek,Indo-European,,NonNative
As a Greek from #Didymoticho #Evros #IStandWithGreece #πατριδα #Εβρος #Διδυμοτειχο 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻 #staystrong #RefugeeCrisis 🇬🇷🇬🇷🇬🇷🇬🇷🇬🇷🇬🇷🇬🇷🇬🇷 https://t.co/fl8AUXjGjv,Greek,Indo-European,,NonNative
"Immigrants and refugees became pawns in the hands of Rejep, look at him and Turkish politics for answers #Εβρος",Greek,Indo-European,,NonNative
"Where is the EU? They have left #Greece alone. This is a European problem, not just Greek!#IStandWithGreece #Εβρος",Greek,Indo-European,,NonNative
"If this isn't a kind of war, I don't know what is #IStandWithGreece #Εβρος",Greek,Indo-European,,NonNative
"Listen and watch carefully, those people are definitely not #refugees fleeing, not even descent #migrants The question though is ""WHERE IS EUROPE?"" #Evros #Έβρος https://t.co/Jn6fokgacC",Greek,Indo-European,,NonNative
"greece open your lines and gates to refugees, they just need your help, they r innocent people who r escaping from a war. #εβρος #HumanRightsRefugee",Greek,Indo-European,,NonNative
"#EU anchorites can u see that?

#Erdogan: #Turkey has opened its border to Illegal refugees  

@EU_Commission @realSeehoferIM @KalenteridisSav @THEOCHAROUSE @Dora_Bakoyannis @Sofrup @DrMarcusP @marylin45277502

#Evros 

#Refugees #RefugeesGR #Εβρος #Kastania 
#Refugeesgr https://t.co/vqzSDCPHrY",Greek,Indo-European,,NonNative
"#Greece #Εβρος It is an invasion, #Europe sold out Greece,and failed Greek authorities fight hard to keep the border   Europe who loved refugees  is absent https://t.co/xbWXB7YYfG",Greek,Indo-European,,NonNative
"International border between Turkey and Greece, on the bridge over the Evros River.
https://t.co/WXRDVmTQ3L 

#Türkiye #Ελλάδα #Марица #Έβρος #Meriç https://t.co/ONFsaOaFqk",Greek,Indo-European,,NonNative
